topic,content,publisher_id,timestamp,latency
sound,53,pub1,2023-02-12T10:00:16,52.237370014190674
light,450,pub1,2023-02-12T10:00:16,53.23930811882019
airquality,smog,pub1,2023-02-12T10:00:16,54.24821996688843
humidity,69.716132932856,pub1,2023-02-12T10:00:16,55.26640605926514
sound,31,pub1,2023-02-12T10:00:16,57.28480005264282
light,1100,pub1,2023-02-12T10:00:16,58.31177306175232
airquality,good,pub1,2023-02-12T10:00:16,59.32927203178406
humidity,33.23027514424132,pub1,2023-02-12T10:00:16,60.334348917007446
sound,56,pub1,2023-02-12T10:00:16,62.41630792617798
light,450,pub1,2023-02-12T10:00:16,63.52548098564148
airquality,poor,pub1,2023-02-12T10:00:16,64.5281810760498
humidity,52.50662875098879,pub1,2023-02-12T10:00:16,65.54382109642029
sound,33,pub1,2023-02-12T10:00:16,67.80673503875732
light,800,pub1,2023-02-12T10:00:16,68.81327509880066
airquality,poor,pub1,2023-02-12T10:00:16,69.82428097724915
humidity,89.3680398500046,pub1,2023-02-12T10:00:16,70.89178204536438
sound,57,pub1,2023-02-12T10:00:16,72.94044303894043
light,800,pub1,2023-02-12T10:00:16,73.9530439376831
airquality,smog,pub1,2023-02-12T10:00:16,74.956228017807
humidity,65.97502651158307,pub1,2023-02-12T10:00:16,75.9780170917511
sound,95,pub1,2023-02-12T10:00:16,78.04524397850037
light,1600,pub1,2023-02-12T10:00:16,79.05775904655457
airquality,good,pub1,2023-02-12T10:00:16,80.07027506828308
humidity,60.19473243928534,pub1,2023-02-12T10:00:16,81.13144111633301
sound,72,pub1,2023-02-12T10:00:16,83.18963408470154
light,1100,pub1,2023-02-12T10:00:16,84.20257210731506
airquality,good,pub1,2023-02-12T10:00:16,85.24359393119812
humidity,80.61603000105684,pub1,2023-02-12T10:00:16,86.24620509147644
sound,50,pub1,2023-02-12T10:00:16,88.28897190093994
light,1100,pub1,2023-02-12T10:00:16,89.29914808273315
