topic,content,publisher_id,timestamp,latency
airquality,smog,pub10,2023-02-12T14:03:28,-44.04956603050232
humidity,87.5956932565196,pub10,2023-02-12T14:03:28,-41.04391407966614
airquality,poor,pub10,2023-02-12T14:03:28,-39.03727197647095
humidity,50.48627715503561,pub10,2023-02-12T14:03:28,-36.031840085983276
airquality,smog,pub10,2023-02-12T14:03:28,-34.026796102523804
humidity,76.62902628207989,pub10,2023-02-12T14:03:28,-31.02149796485901
airquality,smog,pub10,2023-02-12T14:03:28,-29.018018007278442
humidity,83.79510289570437,pub10,2023-02-12T14:03:28,-26.01231288909912
airquality,smog,pub10,2023-02-12T14:03:28,-24.007510900497437
humidity,84.21468866195339,pub10,2023-02-12T14:03:28,-21.0018949508667
airquality,good,pub10,2023-02-12T14:03:28,-18.99709701538086
humidity,13.666200880927807,pub10,2023-02-12T14:03:28,-15.991981983184814
airquality,good,pub10,2023-02-12T14:03:28,-13.985835075378418
humidity,33.86221473969765,pub10,2023-02-12T14:03:28,-10.979933977127075
airquality,poor,pub10,2023-02-12T14:03:28,-8.974309921264648
humidity,82.10348090157058,pub10,2023-02-12T14:03:28,-5.969448089599609
airquality,smog,pub10,2023-02-12T14:03:28,-3.9654181003570557
humidity,64.20470799038353,pub10,2023-02-12T14:03:28,-0.7214970588684082
airquality,poor,pub10,2023-02-12T14:03:28,1.2826728820800781
humidity,31.913592159876774,pub10,2023-02-12T14:03:28,4.290539026260376
airquality,smog,pub10,2023-02-12T14:03:28,6.297142028808594
pressure,1025,pub7,2023-02-12T14:03:28,8.302833080291748
location,Africa,pub9,2023-02-12T14:03:28,9.3057279586792
pressure,944,pub6,2023-02-12T14:03:28,10.309624910354614
pressure,943,pub1,2023-02-12T14:03:28,11.311589002609253
airquality,good,pub5,2023-02-12T14:03:28,12.313170909881592
airquality,poor,pub2,2023-02-12T14:03:28,17.322376012802124
location,Europe,pub1,2023-02-12T14:03:28,21.34844207763672
pressure,1077,pub3,2023-02-12T14:03:28,23.356679916381836
humidity,96.93996458157487,pub4,2023-02-12T14:03:28,24.360100984573364
humidity,43.050803174317736,pub8,2023-02-12T14:03:28,25.36218810081482
location,Asia,pub2,2023-02-12T14:03:28,27.365024089813232
humidity,87.62303011425642,pub9,2023-02-12T14:03:28,29.373017072677612
humidity,63.151757202463784,pub6,2023-02-12T14:03:28,30.375382900238037
location,Asia,pub3,2023-02-12T14:03:28,33.380505084991455
location,Australia,pub4,2023-02-12T14:03:28,34.382261991500854
humidity,36.96755052921016,pub10,2023-02-12T14:03:28,36.388160943984985
location,Africa,pub7,2023-02-12T14:03:28,38.39281988143921
location,Africa,pub6,2023-02-12T14:03:28,40.402026891708374
humidity,24.352471224913096,pub1,2023-02-12T14:03:28,41.403424978256226
humidity,53.16274588825604,pub2,2023-02-12T14:03:28,47.41915798187256
airquality,good,pub7,2023-02-12T14:03:28,48.42135500907898
pressure,1021,pub9,2023-02-12T14:03:28,49.423681020736694
airquality,good,pub6,2023-02-12T14:03:28,50.42723488807678
airquality,poor,pub3,2023-02-12T14:03:28,53.43698191642761
airquality,smog,pub10,2023-02-12T14:03:28,56.44477891921997
pressure,871,pub7,2023-02-12T14:03:28,58.44964790344238
location,Asia,pub9,2023-02-12T14:03:28,59.45643210411072
pressure,872,pub6,2023-02-12T14:03:28,60.45822501182556
pressure,1004,pub1,2023-02-12T14:03:28,61.46045804023743
airquality,poor,pub5,2023-02-12T14:03:28,62.4631130695343
airquality,smog,pub2,2023-02-12T14:03:28,67.4767050743103
location,Europe,pub1,2023-02-12T14:03:28,71.49326801300049
pressure,1017,pub3,2023-02-12T14:03:28,73.50251603126526
humidity,83.78643600153069,pub4,2023-02-12T14:03:28,74.50464606285095
humidity,10.527309329359472,pub8,2023-02-12T14:03:28,75.50779008865356
location,Australia,pub2,2023-02-12T14:03:28,77.51269292831421
humidity,83.5137754615173,pub9,2023-02-12T14:03:28,79.5181291103363
humidity,36.97091015130003,pub6,2023-02-12T14:03:28,80.52106189727783
location,Australia,pub3,2023-02-12T14:03:28,83.52817296981812
airquality,smog,pub10,2023-02-12T14:03:28,-44.05095601081848
light,1600,pub10,2023-02-12T14:03:28,-40.03918194770813
airquality,poor,pub10,2023-02-12T14:03:28,-39.03404092788696
light,450,pub10,2023-02-12T14:03:28,-35.028733015060425
airquality,smog,pub10,2023-02-12T14:03:28,-34.0267539024353
light,1600,pub10,2023-02-12T14:03:28,-30.01900005340576
airquality,smog,pub10,2023-02-12T14:03:28,-29.01771593093872
light,450,pub10,2023-02-12T14:03:28,-25.009602069854736
airquality,smog,pub10,2023-02-12T14:03:28,-24.007569074630737
light,450,pub10,2023-02-12T14:03:28,-19.998131036758423
airquality,good,pub10,2023-02-12T14:03:28,-18.996757984161377
light,450,pub10,2023-02-12T14:03:28,-14.987838983535767
airquality,good,pub10,2023-02-12T14:03:28,-13.985830068588257
light,450,pub10,2023-02-12T14:03:28,-9.975789070129395
airquality,poor,pub10,2023-02-12T14:03:28,-8.97419810295105
light,800,pub10,2023-02-12T14:03:28,-4.966662883758545
airquality,smog,pub10,2023-02-12T14:03:28,-3.9648220539093018
light,800,pub10,2023-02-12T14:03:28,0.2812669277191162
airquality,poor,pub10,2023-02-12T14:03:28,1.2829749584197998
light,450,pub10,2023-02-12T14:03:28,5.2953410148620605
airquality,smog,pub10,2023-02-12T14:03:28,6.299645900726318
pressure,1025,pub7,2023-02-12T14:03:28,8.303085088729858
location,Africa,pub9,2023-02-12T14:03:28,9.305592060089111
pressure,944,pub6,2023-02-12T14:03:28,10.309907913208008
pressure,943,pub1,2023-02-12T14:03:28,11.311094999313354
airquality,good,pub5,2023-02-12T14:03:28,12.31344199180603
light,450,pub8,2023-02-12T14:03:28,15.319727897644043
airquality,poor,pub2,2023-02-12T14:03:28,17.32267189025879
sound,39,pub7,2023-02-12T14:03:28,18.324800968170166
sound,56,pub6,2023-02-12T14:03:28,20.336543083190918
location,Europe,pub1,2023-02-12T14:03:28,21.349227905273438
