topic,content,publisher_id,timestamp,latency
altitude,39753,pub1,2023-02-12T13:01:36,-50.64444589614868
altitude,6937,pub1,2023-02-12T13:01:36,-45.609211921691895
altitude,23541,pub1,2023-02-12T13:01:36,-40.60138988494873
altitude,19916,pub1,2023-02-12T13:01:36,-35.59077191352844
altitude,11318,pub1,2023-02-12T13:01:36,-30.581593990325928
altitude,28777,pub1,2023-02-12T13:01:36,-25.570597887039185
altitude,35684,pub1,2023-02-12T13:01:36,-20.559223890304565
altitude,38705,pub1,2023-02-12T13:01:36,-15.25177788734436
altitude,9522,pub1,2023-02-12T13:01:36,-10.241019010543823
altitude,30722,pub1,2023-02-12T13:01:36,-5.230839014053345
altitude,20682,pub1,2023-02-12T13:01:36,-0.2177259922027588
sound,69,pub2,2023-02-12T13:01:36,0.7847790718078613
altitude,17545,pub4,2023-02-12T13:01:36,1.7875289916992188
altitude,26648,pub3,2023-02-12T13:01:36,3.7942240238189697
altitude,28302,pub2,2023-02-12T13:01:36,5.7985520362854
airquality,smog,pub5,2023-02-12T13:01:36,7.806467056274414
humidity,44.90254780043875,pub4,2023-02-12T13:01:36,16.828444957733154
airquality,poor,pub3,2023-02-12T13:01:36,18.83104109764099
airquality,smog,pub2,2023-02-12T13:01:36,20.835171937942505
sound,43,pub3,2023-02-12T13:01:36,23.840934991836548
altitude,38618,pub1,2023-02-12T13:01:36,24.842499017715454
sound,85,pub2,2023-02-12T13:01:36,25.844324111938477
altitude,35605,pub4,2023-02-12T13:01:36,26.84651803970337
altitude,36283,pub3,2023-02-12T13:01:36,28.850608110427856
altitude,6418,pub2,2023-02-12T13:01:36,30.85493302345276
airquality,good,pub5,2023-02-12T13:01:36,32.85975909233093
humidity,69.75155974558402,pub4,2023-02-12T13:01:36,41.877949953079224
airquality,good,pub3,2023-02-12T13:01:36,43.8845739364624
airquality,good,pub2,2023-02-12T13:01:36,45.88892602920532
sound,36,pub3,2023-02-12T13:01:36,48.89454197883606
altitude,27849,pub1,2023-02-12T13:01:36,49.89997100830078
sound,49,pub2,2023-02-12T13:01:36,50.90269589424133
altitude,38370,pub4,2023-02-12T13:01:36,51.90488910675049
altitude,18398,pub3,2023-02-12T13:01:36,53.90963697433472
altitude,5015,pub2,2023-02-12T13:01:36,55.91227197647095
airquality,poor,pub5,2023-02-12T13:01:36,57.916903018951416
humidity,38.42017717201033,pub4,2023-02-12T13:01:36,66.93441200256348
airquality,good,pub3,2023-02-12T13:01:36,68.94139289855957
airquality,smog,pub2,2023-02-12T13:01:36,70.94646096229553
sound,42,pub3,2023-02-12T13:01:36,73.95476198196411
altitude,5840,pub1,2023-02-12T13:01:36,74.95701098442078
sound,47,pub2,2023-02-12T13:01:36,75.95867705345154
altitude,8001,pub4,2023-02-12T13:01:36,76.96096897125244
altitude,26020,pub3,2023-02-12T13:01:36,78.9645299911499
altitude,23132,pub2,2023-02-12T13:01:36,80.97349309921265
airquality,smog,pub5,2023-02-12T13:01:36,82.97613191604614
humidity,91.51581096744323,pub4,2023-02-12T13:01:36,91.9944748878479
airquality,good,pub3,2023-02-12T13:01:36,93.99842691421509
airquality,good,pub2,2023-02-12T13:01:36,96.0023820400238
sound,35,pub3,2023-02-12T13:01:36,99.00833892822266
altitude,25790,pub1,2023-02-12T13:01:36,100.01041293144226
sound,57,pub2,2023-02-12T13:01:36,101.01242709159851
altitude,36004,pub4,2023-02-12T13:01:36,102.01450109481812
altitude,498,pub3,2023-02-12T13:01:36,104.01833510398865
altitude,39739,pub2,2023-02-12T13:01:36,106.02261590957642
airquality,good,pub5,2023-02-12T13:01:36,108.02652597427368
humidity,37.907691697787136,pub4,2023-02-12T13:01:36,117.04436206817627
airquality,poor,pub3,2023-02-12T13:01:36,119.04832100868225
airquality,smog,pub2,2023-02-12T13:01:36,121.05238509178162
sound,81,pub3,2023-02-12T13:01:36,124.05857992172241
pressure,1010,pub1,2023-02-12T13:01:36,-49.61654496192932
weather,sunny,pub1,2023-02-12T13:01:36,-48.61487007141113
location,Australia,pub1,2023-02-12T13:01:36,-47.613260984420776
temperature,16,pub1,2023-02-12T13:01:36,-46.61163806915283
pressure,990,pub1,2023-02-12T13:01:36,-44.60817503929138
weather,cloudy,pub1,2023-02-12T13:01:36,-43.606465101242065
location,America,pub1,2023-02-12T13:01:36,-42.60445809364319
temperature,43,pub1,2023-02-12T13:01:36,-41.602694034576416
pressure,1023,pub1,2023-02-12T13:01:36,-39.59992790222168
weather,icy,pub1,2023-02-12T13:01:36,-38.59742093086243
location,Australia,pub1,2023-02-12T13:01:36,-37.59550905227661
