topic,content,publisher_id,timestamp,latency
sound,30,pub3,2023-02-12T12:25:20,-22.322576999664307
airquality,poor,pub3,2023-02-12T12:25:20,-18.219600915908813
sound,55,pub3,2023-02-12T12:25:20,-17.209014892578125
airquality,good,pub3,2023-02-12T12:25:20,-12.583775997161865
sound,52,pub3,2023-02-12T12:25:20,-11.54802393913269
airquality,smog,pub3,2023-02-12T12:25:20,-6.741070985794067
sound,80,pub3,2023-02-12T12:25:20,-5.722682952880859
airquality,smog,pub3,2023-02-12T12:25:20,-1.6358559131622314
sound,70,pub3,2023-02-12T12:25:20,-0.6330630779266357
airquality,smog,pub3,2023-02-12T12:25:20,3.452094078063965
sound,54,pub3,2023-02-12T12:25:20,5.288403034210205
airquality,poor,pub3,2023-02-12T12:25:20,9.751633882522583
sound,51,pub3,2023-02-12T12:25:20,10.775410890579224
airquality,smog,pub3,2023-02-12T12:25:20,15.034879922866821
sound,47,pub3,2023-02-12T12:25:20,16.14371395111084
airquality,poor,pub3,2023-02-12T12:25:20,20.493427991867065
sound,36,pub3,2023-02-12T12:25:20,21.49580192565918
airquality,good,pub3,2023-02-12T12:25:20,26.0922110080719
sound,81,pub3,2023-02-12T12:25:20,27.11274003982544
airquality,smog,pub3,2023-02-12T12:25:20,31.27703094482422
sound,75,pub3,2023-02-12T12:25:20,32.28023910522461
location,Australia,pub2,2023-02-12T12:25:20,34.29201292991638
airquality,good,pub1,2023-02-12T12:25:20,35.29887795448303
location,Africa,pub4,2023-02-12T12:25:20,44.489803075790405
airquality,good,pub5,2023-02-12T12:25:20,47.64919090270996
airquality,smog,pub4,2023-02-12T12:25:20,50.10124897956848
sound,66,pub2,2023-02-12T12:25:20,51.124929904937744
airquality,smog,pub3,2023-02-12T12:25:20,54.563071966171265
sound,60,pub4,2023-02-12T12:25:20,55.57355308532715
sound,35,pub3,2023-02-12T12:25:20,59.77590990066528
location,Africa,pub2,2023-02-12T12:25:20,62.17801594734192
airquality,poor,pub1,2023-02-12T12:25:20,63.27904510498047
location,Australia,pub4,2023-02-12T12:25:20,71.9297239780426
airquality,good,pub5,2023-02-12T12:25:20,75.75989699363708
airquality,smog,pub4,2023-02-12T12:25:20,78.36228108406067
sound,30,pub2,2023-02-12T12:25:20,79.66821908950806
airquality,good,pub3,2023-02-12T12:25:20,82.72463393211365
sound,52,pub4,2023-02-12T12:25:20,84.2835340499878
sound,94,pub3,2023-02-12T12:25:20,89.44252395629883
location,Africa,pub2,2023-02-12T12:25:20,91.60010600090027
airquality,good,pub1,2023-02-12T12:25:20,92.66162490844727
location,America,pub4,2023-02-12T12:25:20,101.4489119052887
airquality,smog,pub5,2023-02-12T12:25:20,104.78762602806091
airquality,poor,pub4,2023-02-12T12:25:20,106.80621194839478
sound,63,pub2,2023-02-12T12:25:20,107.83858704566956
airquality,smog,pub3,2023-02-12T12:25:20,111.02884101867676
sound,58,pub4,2023-02-12T12:25:20,112.09315299987793
sound,78,pub3,2023-02-12T12:25:20,116.47813105583191
location,Africa,pub2,2023-02-12T12:25:20,118.8248519897461
airquality,poor,pub1,2023-02-12T12:25:20,120.23601007461548
location,Australia,pub4,2023-02-12T12:25:20,131.2900800704956
airquality,good,pub5,2023-02-12T12:25:20,134.57105493545532
airquality,smog,pub4,2023-02-12T12:25:20,136.65130805969238
sound,50,pub2,2023-02-12T12:25:20,137.93971800804138
airquality,poor,pub3,2023-02-12T12:25:20,141.5501310825348
sound,93,pub4,2023-02-12T12:25:20,142.7753140926361
sound,54,pub3,2023-02-12T12:25:20,147.32419896125793
location,Asia,pub2,2023-02-12T12:25:20,149.74771690368652
airquality,smog,pub1,2023-02-12T12:25:20,150.76990294456482
location,Europe,pub4,2023-02-12T12:25:20,159.96370100975037
sound,30,pub3,2023-02-12T12:25:20,-22.322073936462402
humidity,91.72220733434898,pub3,2023-02-12T12:25:20,-21.236007928848267
airquality,poor,pub3,2023-02-12T12:25:20,-18.219635009765625
sound,55,pub3,2023-02-12T12:25:20,-17.211344003677368
humidity,40.9374016227527,pub3,2023-02-12T12:25:20,-16.208415985107422
airquality,good,pub3,2023-02-12T12:25:20,-12.583285093307495
sound,52,pub3,2023-02-12T12:25:20,-11.550448894500732
humidity,60.673795425283096,pub3,2023-02-12T12:25:20,-10.493644952774048
airquality,smog,pub3,2023-02-12T12:25:20,-6.740556001663208
sound,80,pub3,2023-02-12T12:25:20,-5.723189115524292
humidity,96.4053688765617,pub3,2023-02-12T12:25:20,-4.719597101211548
airquality,smog,pub3,2023-02-12T12:25:20,-1.6353349685668945
sound,70,pub3,2023-02-12T12:25:20,-0.6328320503234863
humidity,92.18729387383095,pub3,2023-02-12T12:25:20,0.3685319423675537
airquality,smog,pub3,2023-02-12T12:25:20,3.4526219367980957
sound,54,pub3,2023-02-12T12:25:20,5.288974046707153
humidity,11.86210260058115,pub3,2023-02-12T12:25:20,6.29770302772522
airquality,poor,pub3,2023-02-12T12:25:20,9.752429008483887
sound,51,pub3,2023-02-12T12:25:20,10.775141954421997
humidity,45.42253433253282,pub3,2023-02-12T12:25:20,11.804847955703735
airquality,smog,pub3,2023-02-12T12:25:20,15.035445928573608
sound,47,pub3,2023-02-12T12:25:20,16.143038034439087
humidity,77.32869865446493,pub3,2023-02-12T12:25:20,17.30954909324646
airquality,poor,pub3,2023-02-12T12:25:20,20.49394202232361
sound,36,pub3,2023-02-12T12:25:20,21.49638295173645
humidity,27.818854435440475,pub3,2023-02-12T12:25:20,22.7164089679718
airquality,good,pub3,2023-02-12T12:25:20,26.09274697303772
sound,81,pub3,2023-02-12T12:25:20,27.113075971603394
humidity,88.94713348744826,pub3,2023-02-12T12:25:20,28.149866104125977
airquality,smog,pub3,2023-02-12T12:25:20,31.27794098854065
sound,75,pub3,2023-02-12T12:25:20,32.28741097450256
location,Australia,pub2,2023-02-12T12:25:20,34.292558908462524
airquality,good,pub1,2023-02-12T12:25:20,35.29946208000183
humidity,80.44812856936426,pub3,2023-02-12T12:25:20,37.33084201812744
humidity,49.20339743254915,pub1,2023-02-12T12:25:20,41.29040288925171
humidity,58.54974900590943,pub5,2023-02-12T12:25:20,42.29301309585571
location,Africa,pub4,2023-02-12T12:25:20,44.49032998085022
humidity,63.09643958412714,pub2,2023-02-12T12:25:20,45.52027702331543
airquality,good,pub5,2023-02-12T12:25:20,47.64944911003113
airquality,smog,pub4,2023-02-12T12:25:20,50.10176610946655
sound,66,pub2,2023-02-12T12:25:20,51.124675989151
airquality,smog,pub3,2023-02-12T12:25:20,54.56368803977966
sound,60,pub4,2023-02-12T12:25:20,55.574121952056885
sound,35,pub3,2023-02-12T12:25:20,59.77624797821045
location,Africa,pub2,2023-02-12T12:25:20,62.178524017333984
airquality,poor,pub1,2023-02-12T12:25:20,63.27990102767944
humidity,24.868390906668743,pub3,2023-02-12T12:25:20,65.34519505500793
humidity,34.131443479276136,pub1,2023-02-12T12:25:20,68.84910607337952
humidity,25.860580156436058,pub5,2023-02-12T12:25:20,69.85035109519958
location,Australia,pub4,2023-02-12T12:25:20,71.93023991584778
humidity,47.02756376893413,pub2,2023-02-12T12:25:20,73.12002992630005
