topic,content,publisher_id,timestamp,latency
humidity,45.7059250722274,pub2,2023-02-12T13:22:56,-2.5553150177001953
light,450,pub2,2023-02-12T13:22:56,0.016562938690185547
humidity,52.94524814375036,pub2,2023-02-12T13:22:56,3.223921060562134
light,1600,pub2,2023-02-12T13:22:56,5.9718780517578125
humidity,75.7803352925221,pub2,2023-02-12T13:22:56,9.469130039215088
light,800,pub2,2023-02-12T13:22:56,11.579018115997314
humidity,47.07615303258345,pub2,2023-02-12T13:22:56,14.675319910049438
light,1600,pub2,2023-02-12T13:22:56,16.7112979888916
humidity,48.21259426446627,pub2,2023-02-12T13:22:56,19.760956048965454
light,450,pub2,2023-02-12T13:22:56,21.78288698196411
humidity,55.41181564989394,pub2,2023-02-12T13:22:56,24.796416997909546
light,1600,pub2,2023-02-12T13:22:56,26.85447597503662
humidity,74.07303762444904,pub2,2023-02-12T13:22:56,29.971030950546265
light,450,pub2,2023-02-12T13:22:56,32.24453401565552
humidity,27.205923684381954,pub2,2023-02-12T13:22:56,35.250036001205444
light,450,pub2,2023-02-12T13:22:56,37.25291395187378
humidity,26.649951114026475,pub2,2023-02-12T13:22:56,40.2590548992157
light,1100,pub2,2023-02-12T13:22:56,42.26272010803223
humidity,26.787463528230443,pub2,2023-02-12T13:22:56,45.269943952560425
light,1100,pub2,2023-02-12T13:22:56,47.27463507652283
light,1100,pub1,2023-02-12T13:22:56,49.27870988845825
sound,31,pub3,2023-02-12T13:22:56,51.31586194038391
sound,85,pub5,2023-02-12T13:22:56,54.45625710487366
light,1600,pub7,2023-02-12T13:22:56,58.76354098320007
temperature,57,pub8,2023-02-12T13:22:56,61.97641396522522
light,450,pub6,2023-02-12T13:22:56,64.03787994384766
humidity,52.04672106060157,pub2,2023-02-12T13:22:56,65.04691004753113
humidity,75.26225395071528,pub7,2023-02-12T13:22:56,67.20716500282288
temperature,-96,pub3,2023-02-12T13:22:56,68.21593308448792
temperature,18,pub1,2023-02-12T13:22:56,75.1930799484253
light,1600,pub5,2023-02-12T13:22:56,80.71962308883667
humidity,82.90220521395241,pub6,2023-02-12T13:22:56,81.7276360988617
light,1100,pub2,2023-02-12T13:22:56,82.73742604255676
temperature,-56,pub7,2023-02-12T13:22:56,84.98727297782898
light,1600,pub3,2023-02-12T13:22:56,86.06018090248108
sound,42,pub4,2023-02-12T13:22:56,87.07881498336792
light,1100,pub8,2023-02-12T13:22:56,88.0845639705658
humidity,27.575760894077074,pub5,2023-02-12T13:22:56,89.0870099067688
light,1600,pub1,2023-02-12T13:22:56,92.18155407905579
sound,34,pub3,2023-02-12T13:22:56,94.34309101104736
sound,68,pub5,2023-02-12T13:22:56,98.75473403930664
light,800,pub7,2023-02-12T13:22:56,104.36825704574585
temperature,-8,pub8,2023-02-12T13:22:56,109.07218790054321
light,1600,pub6,2023-02-12T13:22:56,111.15627002716064
humidity,13.187856683469029,pub2,2023-02-12T13:22:56,112.24723601341248
humidity,82.83036222859391,pub7,2023-02-12T13:22:56,114.25373601913452
temperature,80,pub3,2023-02-12T13:22:56,115.4127049446106
temperature,6,pub1,2023-02-12T13:22:56,122.34521794319153
light,800,pub5,2023-02-12T13:22:56,127.57467889785767
humidity,37.17848334899579,pub6,2023-02-12T13:22:56,128.6313180923462
light,450,pub2,2023-02-12T13:22:56,129.66293597221375
temperature,-76,pub7,2023-02-12T13:22:56,131.76698398590088
light,450,pub3,2023-02-12T13:22:56,132.77468705177307
sound,81,pub4,2023-02-12T13:22:56,133.7821819782257
light,800,pub8,2023-02-12T13:22:56,134.81073594093323
humidity,83.08119136748618,pub5,2023-02-12T13:22:56,135.81607103347778
light,1600,pub1,2023-02-12T13:22:56,139.202162027359
sound,43,pub3,2023-02-12T13:22:56,141.22182297706604
sound,89,pub5,2023-02-12T13:22:56,144.4973750114441
light,450,pub7,2023-02-12T13:22:56,149.7230579853058
