topic,content,publisher_id,timestamp,latency
airquality,smog,pub1,2023-02-12T10:00:16,54.24834108352661
airquality,good,pub1,2023-02-12T10:00:16,59.329050064086914
airquality,poor,pub1,2023-02-12T10:00:16,64.52795791625977
airquality,poor,pub1,2023-02-12T10:00:16,69.82467603683472
airquality,smog,pub1,2023-02-12T10:00:16,74.9582359790802
airquality,good,pub1,2023-02-12T10:00:16,80.07754492759705
airquality,good,pub1,2023-02-12T10:00:16,85.25062894821167
airquality,smog,pub1,2023-02-12T10:00:16,90.29178309440613
airquality,poor,pub1,2023-02-12T10:00:16,95.3588318824768
airquality,poor,pub1,2023-02-12T10:00:16,100.422287940979
airquality,good,pub2,2023-02-12T10:00:16,104.47203707695007
pressure,893,pub3,2023-02-12T10:00:16,111.61020398139954
weather,sunny,pub4,2023-02-12T10:00:16,113.6567919254303
pressure,919,pub2,2023-02-12T10:00:16,114.66318988800049
altitude,25331,pub5,2023-02-12T10:00:16,115.72123003005981
weather,rainy,pub3,2023-02-12T10:00:16,116.72704696655273
airquality,poor,pub1,2023-02-12T10:00:16,117.74318408966064
pressure,959,pub4,2023-02-12T10:00:16,118.75675892829895
altitude,1046,pub4,2023-02-12T10:00:16,123.94932389259338
weather,icy,pub2,2023-02-12T10:00:16,125.01043796539307
pressure,1068,pub5,2023-02-12T10:00:16,126.01426410675049
airquality,poor,pub3,2023-02-12T10:00:16,127.03133702278137
airquality,poor,pub2,2023-02-12T10:00:16,130.18123602867126
pressure,1021,pub3,2023-02-12T10:00:16,137.61577892303467
weather,foggy,pub4,2023-02-12T10:00:16,139.655611038208
pressure,1081,pub2,2023-02-12T10:00:16,140.65684700012207
altitude,7682,pub5,2023-02-12T10:00:16,141.66621589660645
weather,icy,pub3,2023-02-12T10:00:16,142.6828510761261
airquality,poor,pub1,2023-02-12T10:00:16,143.78104090690613
pressure,1056,pub4,2023-02-12T10:00:16,144.79121899604797
