topic,content,publisher_id,timestamp,latency
pressure,1039,pub5,2023-02-12T12:59:28,-37.18376302719116
humidity,12.079470167430799,pub5,2023-02-12T12:59:28,-36.18079996109009
pressure,967,pub5,2023-02-12T12:59:28,-35.180136919021606
humidity,75.84054162930114,pub5,2023-02-12T12:59:28,-34.17846703529358
pressure,961,pub5,2023-02-12T12:59:28,-33.17715501785278
humidity,80.39814223439711,pub5,2023-02-12T12:59:28,-32.1758348941803
pressure,1011,pub5,2023-02-12T12:59:28,-31.174381971359253
humidity,26.874608640300842,pub5,2023-02-12T12:59:28,-30.172945022583008
pressure,887,pub5,2023-02-12T12:59:28,-29.171701908111572
humidity,10.371456536824587,pub5,2023-02-12T12:59:28,-28.170562028884888
pressure,1052,pub5,2023-02-12T12:59:28,-27.169146060943604
humidity,34.976720334286064,pub5,2023-02-12T12:59:28,-26.167831897735596
pressure,872,pub5,2023-02-12T12:59:28,-25.159050941467285
humidity,10.502902988147238,pub5,2023-02-12T12:59:28,-24.15192198753357
pressure,1033,pub5,2023-02-12T12:59:28,-23.150404930114746
humidity,63.95043137873778,pub5,2023-02-12T12:59:28,-22.097073078155518
pressure,909,pub5,2023-02-12T12:59:28,-21.095005989074707
humidity,74.51352131780226,pub5,2023-02-12T12:59:28,-20.02150297164917
pressure,902,pub5,2023-02-12T12:59:28,-18.72487211227417
humidity,48.85930969159112,pub5,2023-02-12T12:59:28,-17.718005895614624
pressure,876,pub5,2023-02-12T12:59:28,-16.49726891517639
humidity,35.157985959466586,pub5,2023-02-12T12:59:28,-14.90177297592163
pressure,912,pub5,2023-02-12T12:59:28,-13.89999794960022
humidity,75.4558562103843,pub5,2023-02-12T12:59:28,-12.885663986206055
pressure,934,pub5,2023-02-12T12:59:28,-11.875946044921875
humidity,53.61740002455922,pub5,2023-02-12T12:59:28,-10.843683958053589
pressure,1043,pub5,2023-02-12T12:59:28,-9.836332082748413
humidity,48.40001916368878,pub5,2023-02-12T12:59:28,-8.82120394706726
pressure,1060,pub5,2023-02-12T12:59:28,-7.740303039550781
humidity,21.935398119273,pub5,2023-02-12T12:59:28,-6.7382121086120605
pressure,946,pub5,2023-02-12T12:59:28,-5.728372097015381
humidity,24.301672712251598,pub5,2023-02-12T12:59:28,-4.56723690032959
pressure,999,pub5,2023-02-12T12:59:28,-3.463798999786377
humidity,98.38053868025612,pub5,2023-02-12T12:59:28,-2.4545559883117676
pressure,1012,pub5,2023-02-12T12:59:28,-1.4516100883483887
humidity,69.01563584364533,pub5,2023-02-12T12:59:28,-0.4348170757293701
